decision_key,decision_status,resolved_policy_item_id,applied_status,applied_primary_strategy_id,applied_secondary_strategy_ids,reviewer_name,reviewer_notes
SRD-POL-001-af5a54d6d177,no_strategy,ITM-POL-001-00174,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-585c4590027f,no_strategy,ITM-POL-001-00177,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4ab1a03f7cc4,no_strategy,ITM-POL-001-00178,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a1cd2e149cf6,no_strategy,ITM-POL-001-00179,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-faeae401791b,no_strategy,ITM-POL-001-00180,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-dfcaf7046529,no_strategy,ITM-POL-001-00181,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-cedfb8970fbf,no_strategy,ITM-POL-001-00183,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-21a0d15f0254,no_strategy,ITM-POL-001-00184,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-87909b184622,no_strategy,ITM-POL-001-00185,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1b9d87f2e2a7,no_strategy,ITM-POL-001-00186,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ae3c8becb8f4,no_strategy,ITM-POL-001-00187,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-e03e0c686d4d,no_strategy,ITM-POL-001-00189,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-49c3c49d9f6d,no_strategy,ITM-POL-001-00190,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7612b33216e2,no_strategy,ITM-POL-001-00192,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a50d28c80aeb,no_strategy,ITM-POL-001-00193,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-704fdddd3340,no_strategy,ITM-POL-001-00194,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-2f2ba8987161,no_strategy,ITM-POL-001-00195,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-0cc0b313793c,no_strategy,ITM-POL-001-00196,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-e840a859097b,no_strategy,ITM-POL-001-00197,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-e12899616c08,no_strategy,ITM-POL-001-00198,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-65c12e9fb6fc,no_strategy,ITM-POL-001-00201,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-32f5d4d04883,no_strategy,ITM-POL-001-00203,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-dce2563afd19,no_strategy,ITM-POL-001-00204,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-14ce241cf2ef,no_strategy,ITM-POL-001-00205,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-58d096573323,no_strategy,ITM-POL-001-00206,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1d8ca5a929db,no_strategy,ITM-POL-001-00207,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-41fafa61718b,no_strategy,ITM-POL-001-00209,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-15d12c7c6120,no_strategy,ITM-POL-001-00210,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-cd9db4026714,no_strategy,ITM-POL-001-00211,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1e37962294f4,no_strategy,ITM-POL-001-00212,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-b67bc36d7dc1,no_strategy,ITM-POL-001-00213,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4d86771db5bd,no_strategy,ITM-POL-001-00214,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4023110611c8,no_strategy,ITM-POL-001-00215,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-42332582747f,no_strategy,ITM-POL-001-00216,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fa41f6e2cfa0,no_strategy,ITM-POL-001-00218,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-178972ab1685,no_strategy,ITM-POL-001-00219,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6ae270afc03c,no_strategy,ITM-POL-001-00221,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-dc5a919f7fc2,no_strategy,ITM-POL-001-00222,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-8cfa108d0eeb,reviewed,ITM-POL-001-00223,applied,STR-006,,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-6b0c1ca7c7d9,no_strategy,ITM-POL-001-00224,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3e48a7188d00,no_strategy,ITM-POL-001-00225,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-43b9b45b48db,no_strategy,ITM-POL-001-00228,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f5bb0ad5e118,no_strategy,ITM-POL-001-00230,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f49fa0387ff9,no_strategy,ITM-POL-001-00231,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-222231b2a49c,no_strategy,ITM-POL-001-00233,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-58c14ea5dcef,no_strategy,ITM-POL-001-00234,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a34796486c68,no_strategy,ITM-POL-001-00235,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ba4e366bd535,no_strategy,ITM-POL-001-00236,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f038376b0f2e,no_strategy,ITM-POL-001-00237,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a15c287f1a76,no_strategy,ITM-POL-001-00238,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-93d5de81ec44,no_strategy,ITM-POL-001-00239,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-661ce06f54f6,no_strategy,ITM-POL-001-00240,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a3e7b07f8f25,no_strategy,ITM-POL-001-00241,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f79df2a32579,no_strategy,ITM-POL-001-00242,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d327421494c9,no_strategy,ITM-POL-001-00243,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-08d69fd4f6f5,no_strategy,ITM-POL-001-00244,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3e98109ef9a6,no_strategy,ITM-POL-001-00246,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-464b73c16ecf,no_strategy,ITM-POL-001-00247,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d0e7c9c76e90,no_strategy,ITM-POL-001-00249,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6e3ebc5180e8,no_strategy,ITM-POL-001-00250,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7ee313009fa9,no_strategy,ITM-POL-001-00253,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-429003555e80,no_strategy,ITM-POL-001-00254,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-77133ed0cd67,no_strategy,ITM-POL-001-00255,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c45f4f3c2414,reviewed,ITM-POL-001-00259,applied,STR-001,STR-008 | STR-010,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-5be4c6666eb8,no_strategy,ITM-POL-001-00262,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-350cbe0e3614,no_strategy,ITM-POL-001-00263,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7f315456124a,no_strategy,ITM-POL-001-00264,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-31ce945f45e0,no_strategy,ITM-POL-001-00265,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-28538e072e78,no_strategy,ITM-POL-001-00267,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9b057bd4c6f9,no_strategy,ITM-POL-001-00269,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fa38fc62125a,no_strategy,ITM-POL-001-00270,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-29ba76b1c657,no_strategy,ITM-POL-001-00274,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-77d64567faf8,no_strategy,ITM-POL-001-00275,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7e7dedb21102,no_strategy,ITM-POL-001-00276,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-22549f9ab6ae,no_strategy,ITM-POL-001-00278,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-13c228294c63,no_strategy,ITM-POL-001-00279,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c302790c82df,no_strategy,ITM-POL-001-00280,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3099d23b80f3,no_strategy,ITM-POL-001-00282,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ea3209c47021,no_strategy,ITM-POL-001-00283,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3f69995e0578,no_strategy,ITM-POL-001-00284,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7fd3b2a754c4,no_strategy,ITM-POL-001-00285,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-bd3d26dfbedb,no_strategy,ITM-POL-001-00286,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fcd681fd84ba,no_strategy,ITM-POL-001-00290,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3f2c7e0529f3,no_strategy,ITM-POL-001-00291,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-0bc95c38bfc7,no_strategy,ITM-POL-001-00292,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d1f1ccf82734,no_strategy,ITM-POL-001-00299,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9535d3a54ab3,no_strategy,ITM-POL-001-00300,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-030462b7d1fb,no_strategy,ITM-POL-001-00302,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-758156eeeb85,no_strategy,ITM-POL-001-00304,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1adfc3e08a3d,no_strategy,ITM-POL-001-00305,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-48143a52cf88,reviewed,ITM-POL-001-00307,applied,STR-003,,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-bdfdfb96ec29,no_strategy,ITM-POL-001-00309,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-76a2849e0b2d,no_strategy,ITM-POL-001-00310,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-71cb3fa47f11,no_strategy,ITM-POL-001-00311,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c5feb04b9d66,no_strategy,ITM-POL-001-00312,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-005b76a624e4,no_strategy,ITM-POL-001-00313,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-17a3c09aae2b,no_strategy,ITM-POL-001-00314,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-dfcfa1f03baf,no_strategy,ITM-POL-001-00315,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f461f981df66,no_strategy,ITM-POL-001-00316,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ef2793b4638a,no_strategy,ITM-POL-001-00321,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4986330d710d,no_strategy,ITM-POL-001-00322,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a17bcbe17560,no_strategy,ITM-POL-001-00323,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9ab0f3abc9e9,no_strategy,ITM-POL-001-00324,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-26f03e459a4b,no_strategy,ITM-POL-001-00325,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-927e65a9be3a,no_strategy,ITM-POL-001-00326,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ed14dd2b2b7a,no_strategy,ITM-POL-001-00327,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-74c729880c55,no_strategy,ITM-POL-001-00328,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1946f547b13e,no_strategy,ITM-POL-001-00332,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-1434f38daa18,no_strategy,ITM-POL-001-00333,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-2bf9a4af4a9e,no_strategy,ITM-POL-001-00334,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-f9bd2858404a,no_strategy,ITM-POL-001-00335,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-e390d5874027,no_strategy,ITM-POL-001-00336,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-49cd6cba8ffa,no_strategy,ITM-POL-001-00337,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c865e4c1ea3a,reviewed,ITM-POL-001-00338,applied,STR-001,STR-008 | STR-013,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-04b63b55e0a4,reviewed,ITM-POL-001-00339,applied,STR-006,STR-015,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-9e8d292466d8,no_strategy,ITM-POL-001-00340,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-9d13a217bc35,no_strategy,ITM-POL-001-00341,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-ef1a87f59323,no_strategy,ITM-POL-001-00342,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-853297b57d77,no_strategy,ITM-POL-001-00345,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-214ed1f6ea07,no_strategy,ITM-POL-001-00347,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-723ff098a364,no_strategy,ITM-POL-001-00348,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6b502da06f85,reviewed,ITM-POL-001-00350,applied,STR-013,STR-001 | STR-008,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-001-7becb7995c05,reviewed,ITM-POL-001-00351,applied,STR-006,STR-004,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-001-6d0eb08993ed,no_strategy,ITM-POL-001-00352,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-95bcb748ebdb,no_strategy,ITM-POL-001-00353,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-bea1a1459032,no_strategy,ITM-POL-001-00354,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4205bfc0663d,no_strategy,ITM-POL-001-00355,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-fcad4dc6c019,no_strategy,ITM-POL-001-00356,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-12a91ad74f8e,no_strategy,ITM-POL-001-00357,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-19dbcb17839e,reviewed,ITM-POL-001-00358,applied,STR-006,,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-57982bc5dc3c,no_strategy,ITM-POL-001-00359,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4bbe6ac8eee2,no_strategy,ITM-POL-001-00360,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7da66d93a799,no_strategy,ITM-POL-001-00361,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-cc699801be5d,no_strategy,ITM-POL-001-00362,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6ce558b77f1a,no_strategy,ITM-POL-001-00363,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-77ae40124e30,no_strategy,ITM-POL-001-00364,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-a24fab5460d6,no_strategy,ITM-POL-001-00365,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-56b3766023a7,no_strategy,ITM-POL-001-00366,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-70cdc26f206d,no_strategy,ITM-POL-001-00369,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-743125bf3799,no_strategy,ITM-POL-001-00371,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-5fc5ebad4740,no_strategy,ITM-POL-001-00372,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-d51e41786d82,no_strategy,ITM-POL-001-00373,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-3fd97d689b75,reviewed,ITM-POL-001-00375,applied,STR-013,STR-001 | STR-008,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-001-4527cc9c30a7,no_strategy,ITM-POL-001-00376,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-2705929fa9b7,no_strategy,ITM-POL-001-00377,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-0f9dd250a38c,no_strategy,ITM-POL-001-00378,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-80572645f114,no_strategy,ITM-POL-001-00379,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4d2931c9107a,no_strategy,ITM-POL-001-00380,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c2f9fc6d5219,no_strategy,ITM-POL-001-00381,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-98ce95b8f030,no_strategy,ITM-POL-001-00382,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-25f4f8a17613,no_strategy,ITM-POL-001-00383,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-4b897a6c697a,no_strategy,ITM-POL-001-00384,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-da08d2836f6f,reviewed,ITM-POL-001-00385,applied,STR-006,,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-0cf8006240d2,no_strategy,ITM-POL-001-00387,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-aaa7d91bf5de,no_strategy,ITM-POL-001-00390,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c89cb8b955ae,no_strategy,ITM-POL-001-00391,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-46cedede1162,no_strategy,ITM-POL-001-00392,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-cc21e6ceeb0e,no_strategy,ITM-POL-001-00393,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-503f9be734bb,reviewed,ITM-POL-001-00397,applied,STR-001,STR-008 | STR-012,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-001-fa0621bd8a51,no_strategy,ITM-POL-001-00399,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-be9fea54e116,no_strategy,ITM-POL-001-00400,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-811466cd9e20,no_strategy,ITM-POL-001-00401,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-df5621e8adde,no_strategy,ITM-POL-001-00402,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7b4ecc74c492,no_strategy,ITM-POL-001-00403,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-7b99ef5f2141,no_strategy,ITM-POL-001-00404,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-6645533aa854,no_strategy,ITM-POL-001-00405,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-c666612879d8,no_strategy,ITM-POL-001-00406,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-001-b9cc634d2ab3,no_strategy,ITM-POL-001-00407,applied,NO_STRATEGY,,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
